id,name,owner,repository,repository_url,homepage_url,primary_category,project_type,official_status,score,stars,forks,open_issues,primary_language,license,checked_at
dograh-hq/dograh,dograh,dograh-hq,dograh-hq/dograh,https://github.com/dograh-hq/dograh,,J.79,application,community,64.6,4796,1087,0,Python,,2026-07-07T18:45:29.195112+00:00
NVIDIA/SkillSpector,SkillSpector,NVIDIA,NVIDIA/SkillSpector,https://github.com/NVIDIA/SkillSpector,,H.57,framework,community,64.5,12267,1011,0,Python,,2026-07-07T18:45:29.195112+00:00
openai/codex,codex,openai,openai/codex,https://github.com/openai/codex,,C.15,IDE extension,community,64.5,96047,14252,0,Rust,,2026-07-07T18:45:29.195112+00:00
vanna-ai/vanna,vanna,vanna-ai,vanna-ai/vanna,https://github.com/vanna-ai/vanna,,F.38,library,community,64.5,23745,2445,0,Python,,2026-07-07T18:45:29.195112+00:00
rohitg00/agentmemory,agentmemory,rohitg00,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,,F.37,library,community,64.5,24777,2044,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
anomalyco/opencode,opencode,anomalyco,anomalyco/opencode,https://github.com/anomalyco/opencode,,C.13,framework,community,64.5,183308,22738,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
dolthub/dolt,dolt,dolthub,dolthub/dolt,https://github.com/dolthub/dolt,,F.43,framework,community,64.5,23798,822,0,Go,,2026-07-07T18:45:29.195112+00:00
Klavis-AI/klavis,klavis,Klavis-AI,Klavis-AI/klavis,https://github.com/Klavis-AI/klavis,,D.20,MCP server,community,64.5,5764,549,0,Python,,2026-07-07T18:45:29.195112+00:00
didilili/ai-agents-from-zero,ai-agents-from-zero,didilili,didilili/ai-agents-from-zero,https://github.com/didilili/ai-agents-from-zero,,B.6,framework,community,64.5,2552,347,0,Python,,2026-07-07T18:45:29.195112+00:00
google-gemini/gemini-fullstack-langgraph-quickstart,gemini-fullstack-langgraph-quickstart,google-gemini,google-gemini/gemini-fullstack-langgraph-quickstart,https://github.com/google-gemini/gemini-fullstack-langgraph-quickstart,,B.8,framework,community,64.4,18245,3081,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
ag2ai/ag2,ag2,ag2ai,ag2ai/ag2,https://github.com/ag2ai/ag2,,B.6,framework,community,64.4,4746,663,0,Python,,2026-07-07T18:45:29.195112+00:00
openai/gpt-oss,gpt-oss,openai,openai/gpt-oss,https://github.com/openai/gpt-oss,,I.67,framework,community,64.3,20218,2111,0,Python,,2026-07-07T18:45:29.195112+00:00
cloudflare/vibesdk,vibesdk,cloudflare,cloudflare/vibesdk,https://github.com/cloudflare/vibesdk,,C.13,application,community,64.2,5138,1218,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
jgravelle/jcodemunch-mcp,jcodemunch-mcp,jgravelle,jgravelle/jcodemunch-mcp,https://github.com/jgravelle/jcodemunch-mcp,,D.20,MCP server,community,64.2,1984,301,0,Python,,2026-07-07T18:45:29.195112+00:00
agentgateway/agentgateway,agentgateway,agentgateway,agentgateway/agentgateway,https://github.com/agentgateway/agentgateway,,D.20,MCP server,community,64.2,3733,626,0,Rust,,2026-07-07T18:45:29.195112+00:00
openai/tiktoken,tiktoken,openai,openai/tiktoken,https://github.com/openai/tiktoken,,F.41,framework,community,64.1,18694,1533,0,Python,,2026-07-07T18:45:29.195112+00:00
stacklok/toolhive,toolhive,stacklok,stacklok/toolhive,https://github.com/stacklok/toolhive,,D.20,MCP server,community,64.1,1928,239,0,Go,,2026-07-07T18:45:29.195112+00:00
browseros-ai/BrowserOS,BrowserOS,browseros-ai,browseros-ai/BrowserOS,https://github.com/browseros-ai/BrowserOS,,I.64,gateway,community,64.0,11675,1187,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
gastownhall/gastown,gastown,gastownhall,gastownhall/gastown,https://github.com/gastownhall/gastown,,J.77,framework,community,64.0,16853,1546,0,Go,,2026-07-07T18:45:29.195112+00:00
forwardemail/supertest,supertest,forwardemail,forwardemail/supertest,https://github.com/forwardemail/supertest,,H.55,framework,community,64.0,14386,782,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
yzhao062/pyod,pyod,yzhao062,yzhao062/pyod,https://github.com/yzhao062/pyod,,G.52,framework,community,64.0,9906,1477,0,Python,,2026-07-07T18:45:29.195112+00:00
evalstate/fast-agent,fast-agent,evalstate,evalstate/fast-agent,https://github.com/evalstate/fast-agent,,D.20,MCP server,community,64.0,3853,413,0,Python,,2026-07-07T18:45:29.195112+00:00
humanlayer/humanlayer,humanlayer,humanlayer,humanlayer/humanlayer,https://github.com/humanlayer/humanlayer,,C.13,framework,community,63.9,11095,922,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
ringhyacinth/Star-Office-UI,Star-Office-UI,ringhyacinth,ringhyacinth/Star-Office-UI,https://github.com/ringhyacinth/Star-Office-UI,,B.9,framework,community,63.9,7353,794,0,HTML,,2026-07-07T18:45:29.195112+00:00
MiroMindAI/MiroThinker,MiroThinker,MiroMindAI,MiroMindAI/MiroThinker,https://github.com/MiroMindAI/MiroThinker,,B.6,framework,community,63.9,8332,642,0,Python,,2026-07-07T18:45:29.195112+00:00
huggingface/lerobot,lerobot,huggingface,huggingface/lerobot,https://github.com/huggingface/lerobot,,A.1,tutorial,community,63.9,25592,5011,0,Python,,2026-07-07T18:45:29.195112+00:00
ComposioHQ/awesome-codex-skills,awesome-codex-skills,ComposioHQ,ComposioHQ/awesome-codex-skills,https://github.com/ComposioHQ/awesome-codex-skills,,C.15,IDE extension,community,63.8,14678,1406,0,Python,,2026-07-07T18:45:29.195112+00:00
infracost/infracost,infracost,infracost,infracost/infracost,https://github.com/infracost/infracost,,J.75,framework,community,63.8,12400,678,0,Go,,2026-07-07T18:45:29.195112+00:00
omnigent-ai/omnigent,omnigent,omnigent-ai,omnigent-ai/omnigent,https://github.com/omnigent-ai/omnigent,,B.6,framework,community,63.8,6582,873,0,Python,,2026-07-07T18:45:29.195112+00:00
maximhq/bifrost,bifrost,maximhq,maximhq/bifrost,https://github.com/maximhq/bifrost,,D.20,MCP server,community,63.8,6328,856,0,Go,,2026-07-07T18:45:29.195112+00:00
trpc-group/trpc-agent-go,trpc-agent-go,trpc-group,trpc-group/trpc-agent-go,https://github.com/trpc-group/trpc-agent-go,,D.20,MCP server,community,63.8,1517,217,0,Go,,2026-07-07T18:45:29.195112+00:00
Chainlit/chainlit,chainlit,Chainlit,Chainlit/chainlit,https://github.com/Chainlit/chainlit,,J.77,framework,community,63.7,12283,1726,0,Python,,2026-07-07T18:45:29.195112+00:00
adongwanai/AgentGuide,AgentGuide,adongwanai,adongwanai/AgentGuide,https://github.com/adongwanai/AgentGuide,,B.9,framework,community,63.7,6699,660,0,HTML,,2026-07-07T18:45:29.195112+00:00
crestalnetwork/intentkit,intentkit,crestalnetwork,crestalnetwork/intentkit,https://github.com/crestalnetwork/intentkit,,B.6,framework,community,63.7,6504,711,0,Python,,2026-07-07T18:45:29.195112+00:00
jnMetaCode/superpowers-zh,superpowers-zh,jnMetaCode,jnMetaCode/superpowers-zh,https://github.com/jnMetaCode/superpowers-zh,,E.35,library,community,63.7,6519,623,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
0xSteph/pentest-ai,pentest-ai,0xSteph,0xSteph/pentest-ai,https://github.com/0xSteph/pentest-ai,,D.20,MCP server,community,63.7,1239,244,0,Python,,2026-07-07T18:45:29.195112+00:00
huggingface/chat-ui,chat-ui,huggingface,huggingface/chat-ui,https://github.com/huggingface/chat-ui,,J.81,framework,community,63.6,10811,1659,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
GoogleCloudPlatform/agent-starter-pack,agent-starter-pack,GoogleCloudPlatform,GoogleCloudPlatform/agent-starter-pack,https://github.com/GoogleCloudPlatform/agent-starter-pack,,H.55,framework,community,63.6,6506,1492,0,Python,,2026-07-07T18:45:29.195112+00:00
op7418/CodePilot,CodePilot,op7418,op7418/CodePilot,https://github.com/op7418/CodePilot,,G.52,framework,community,63.6,6118,658,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
metatool-ai/metamcp,metamcp,metatool-ai,metatool-ai/metamcp,https://github.com/metatool-ai/metamcp,,D.20,MCP server,community,63.6,2502,375,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
UnicomAI/wanwu,wanwu,UnicomAI,UnicomAI/wanwu,https://github.com/UnicomAI/wanwu,,B.8,framework,community,63.6,2555,114,0,Go,,2026-07-07T18:45:29.195112+00:00
sourcegraph/sourcegraph-public-snapshot,sourcegraph-public-snapshot,sourcegraph,sourcegraph/sourcegraph-public-snapshot,https://github.com/sourcegraph/sourcegraph-public-snapshot,,C.18,framework,community,63.5,10290,1374,0,Go,,2026-07-07T18:45:29.195112+00:00
NanmiCoder/cc-haha,cc-haha,NanmiCoder,NanmiCoder/cc-haha,https://github.com/NanmiCoder/cc-haha,,G.45,application,community,63.5,13188,8406,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
charmbracelet/crush,crush,charmbracelet,charmbracelet/crush,https://github.com/charmbracelet/crush,,C.13,framework,community,63.5,26182,1928,0,Go,,2026-07-07T18:45:29.195112+00:00
Mai-with-u/MaiBot,MaiBot,Mai-with-u,Mai-with-u/MaiBot,https://github.com/Mai-with-u/MaiBot,,J.77,framework,community,63.5,5433,570,0,Python,,2026-07-07T18:45:29.195112+00:00
panaversity/learn-agentic-ai,learn-agentic-ai,panaversity,panaversity/learn-agentic-ai,https://github.com/panaversity/learn-agentic-ai,,J.75,template,community,63.5,4270,993,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
langchain-ai/open-swe,open-swe,langchain-ai,langchain-ai/open-swe,https://github.com/langchain-ai/open-swe,,J.81,framework,community,63.4,10124,1163,0,Python,,2026-07-07T18:45:29.195112+00:00
huggingface/ml-intern,ml-intern,huggingface,huggingface/ml-intern,https://github.com/huggingface/ml-intern,,C.13,framework,community,63.4,10592,1134,0,Python,,2026-07-07T18:45:29.195112+00:00
Netflix/metaflow,metaflow,Netflix,Netflix/metaflow,https://github.com/Netflix/metaflow,,J.75,framework,community,63.4,10161,1305,0,Python,,2026-07-07T18:45:29.195112+00:00
gastownhall/beads,beads,gastownhall,gastownhall/beads,https://github.com/gastownhall/beads,,C.13,framework,community,63.4,25137,1677,0,Go,,2026-07-07T18:45:29.195112+00:00
huggingface/trl,trl,huggingface,huggingface/trl,https://github.com/huggingface/trl,,A.1,tutorial,community,63.4,18786,2827,0,Python,,2026-07-07T18:45:29.195112+00:00
nolabs-ai/nono,nono,nolabs-ai,nolabs-ai/nono,https://github.com/nolabs-ai/nono,,D.20,MCP server,community,63.4,2939,202,0,Rust,,2026-07-07T18:45:29.195112+00:00
sparfenyuk/mcp-proxy,mcp-proxy,sparfenyuk,sparfenyuk/mcp-proxy,https://github.com/sparfenyuk/mcp-proxy,,D.20,MCP server,community,63.4,2651,243,0,Python,,2026-07-07T18:45:29.195112+00:00
microsoft/agent-governance-toolkit,agent-governance-toolkit,microsoft,microsoft/agent-governance-toolkit,https://github.com/microsoft/agent-governance-toolkit,,B.6,framework,community,63.4,4671,682,0,Python,,2026-07-07T18:45:29.195112+00:00
dagucloud/dagu,dagu,dagucloud,dagucloud/dagu,https://github.com/dagucloud/dagu,,D.20,MCP server,community,63.3,3615,293,0,Go,,2026-07-07T18:45:29.195112+00:00
JetBrains/koog,koog,JetBrains,JetBrains/koog,https://github.com/JetBrains/koog,,I.64,gateway,community,63.2,4425,444,0,Kotlin,,2026-07-07T18:45:29.195112+00:00
ItzCrazyKns/Vane,Vane,ItzCrazyKns,ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,,F.38,library,community,63.1,35593,3914,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
openai/openai-python,openai-python,openai,openai/openai-python,https://github.com/openai/openai-python,,E.35,framework,community,63.1,31101,4867,0,Python,,2026-07-07T18:45:29.195112+00:00
iflytek/skillhub,skillhub,iflytek,iflytek/skillhub,https://github.com/iflytek/skillhub,,B.6,framework,community,63.1,3792,553,0,Java,,2026-07-07T18:45:29.195112+00:00
datawhalechina/hello-agents,hello-agents,datawhalechina,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,,F.38,library,community,63.0,64659,8023,0,Python,,2026-07-07T18:45:29.195112+00:00
vercel-labs/agent-browser,agent-browser,vercel-labs,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,,J.75,framework,community,63.0,38015,2445,0,Rust,,2026-07-07T18:45:29.195112+00:00
OpenCoworkAI/open-cowork,open-cowork,OpenCoworkAI,OpenCoworkAI/open-cowork,https://github.com/OpenCoworkAI/open-cowork,,C.13,application,community,63.0,1787,239,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
golutra/golutra,golutra,golutra,golutra/golutra,https://github.com/golutra/golutra,,B.9,framework,community,63.0,3748,431,0,Rust,,2026-07-07T18:45:29.195112+00:00
Upsonic/Upsonic,Upsonic,Upsonic,Upsonic/Upsonic,https://github.com/Upsonic/Upsonic,,D.20,MCP server,community,62.9,7903,737,0,Python,,2026-07-07T18:45:29.195112+00:00
thClaws/thClaws,thClaws,thClaws,thClaws/thClaws,https://github.com/thClaws/thClaws,,D.20,MCP server,community,62.9,1144,158,0,Rust,,2026-07-07T18:45:29.195112+00:00
wanxingai/LightAgent,LightAgent,wanxingai,wanxingai/LightAgent,https://github.com/wanxingai/LightAgent,,B.6,framework,community,62.9,1175,155,0,Python,,2026-07-07T18:45:29.195112+00:00
zhu1090093659/deepseek-pp,deepseek-pp,zhu1090093659,zhu1090093659/deepseek-pp,https://github.com/zhu1090093659/deepseek-pp,,D.20,MCP server,community,62.9,1165,156,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
go-vgo/robotgo,robotgo,go-vgo,go-vgo/robotgo,https://github.com/go-vgo/robotgo,,G.44,application,community,62.8,10742,957,0,Go,,2026-07-07T18:45:29.195112+00:00
TeamWiseFlow/xiaobei,xiaobei,TeamWiseFlow,TeamWiseFlow/xiaobei,https://github.com/TeamWiseFlow/xiaobei,,B.9,framework,community,62.8,8295,1414,0,Python,,2026-07-07T18:45:29.195112+00:00
jeinlee1991/chinese-llm-benchmark,chinese-llm-benchmark,jeinlee1991,jeinlee1991/chinese-llm-benchmark,https://github.com/jeinlee1991/chinese-llm-benchmark,,H.55,evaluation framework,community,62.8,6253,255,0,,,2026-07-07T18:45:29.195112+00:00
nikmcfly/MiroFish-Offline,MiroFish-Offline,nikmcfly,nikmcfly/MiroFish-Offline,https://github.com/nikmcfly/MiroFish-Offline,,B.9,framework,community,62.8,2420,638,0,Python,,2026-07-07T18:45:29.195112+00:00
cocoindex-io/cocoindex-code,cocoindex-code,cocoindex-io,cocoindex-io/cocoindex-code,https://github.com/cocoindex-io/cocoindex-code,,C.13,application,community,62.8,2469,196,0,Python,,2026-07-07T18:45:29.195112+00:00
plandex-ai/plandex,plandex,plandex-ai,plandex-ai/plandex,https://github.com/plandex-ai/plandex,https://plandex.ai,C.13,framework,unclear,62.8,15505,1157,57,Go,MIT,2026-07-07T17:40:18.551613+00:00
FireRedTeam/FireRed-OpenStoryline,FireRed-OpenStoryline,FireRedTeam,FireRedTeam/FireRed-OpenStoryline,https://github.com/FireRedTeam/FireRed-OpenStoryline,,E.29,template,community,62.7,3060,359,0,Python,,2026-07-07T18:45:29.195112+00:00
TurixAI/TuriX-CUA,TuriX-CUA,TurixAI,TurixAI/TuriX-CUA,https://github.com/TurixAI/TuriX-CUA,,G.44,application,community,62.7,3097,319,0,Python,,2026-07-07T18:45:29.195112+00:00
alibaba/open-code-review,open-code-review,alibaba,alibaba/open-code-review,https://github.com/alibaba/open-code-review,,E.35,library,community,62.6,10088,657,0,Go,,2026-07-07T18:45:29.195112+00:00
anthropics/claude-agent-sdk-python,claude-agent-sdk-python,anthropics,anthropics/claude-agent-sdk-python,https://github.com/anthropics/claude-agent-sdk-python,,H.55,framework,community,62.6,7557,1144,0,Python,,2026-07-07T18:45:29.195112+00:00
GetBindu/Bindu,Bindu,GetBindu,GetBindu/Bindu,https://github.com/GetBindu/Bindu,,B.8,framework,community,62.6,7342,415,0,Python,,2026-07-07T18:45:29.195112+00:00
google/adk-java,adk-java,google,google/adk-java,https://github.com/google/adk-java,,B.9,framework,community,62.6,1634,372,0,Java,,2026-07-07T18:45:29.195112+00:00
octelium/octelium,octelium,octelium,octelium/octelium,https://github.com/octelium/octelium,,D.24,gateway,community,62.6,3918,147,0,Go,,2026-07-07T18:45:29.195112+00:00
anthropics/skills,skills,anthropics,anthropics/skills,https://github.com/anthropics/skills,,E.35,library,community,62.5,159137,18771,0,Python,,2026-07-07T18:45:29.195112+00:00
deepseek-ai/DeepSeek-OCR,DeepSeek-OCR,deepseek-ai,deepseek-ai/DeepSeek-OCR,https://github.com/deepseek-ai/DeepSeek-OCR,,F.41,framework,community,62.5,23531,2169,0,Python,,2026-07-07T18:45:29.195112+00:00
areal-project/AReaL,AReaL,areal-project,areal-project/AReaL,https://github.com/areal-project/AReaL,,B.6,framework,community,62.5,5504,544,0,Python,,2026-07-07T18:45:29.195112+00:00
FunnyWolf/Viper,Viper,FunnyWolf,FunnyWolf/Viper,https://github.com/FunnyWolf/Viper,,D.20,MCP server,community,62.5,5128,668,0,,,2026-07-07T18:45:29.195112+00:00
modelcontextprotocol/ext-apps,ext-apps,modelcontextprotocol,modelcontextprotocol/ext-apps,https://github.com/modelcontextprotocol/ext-apps,,D.20,template,community,62.5,2541,330,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
DataTalksClub/ai-dev-tools-zoomcamp,ai-dev-tools-zoomcamp,DataTalksClub,DataTalksClub/ai-dev-tools-zoomcamp,https://github.com/DataTalksClub/ai-dev-tools-zoomcamp,,C.13,application,community,62.5,1143,190,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
iFurySt/open-codex-computer-use,open-codex-computer-use,iFurySt,iFurySt/open-codex-computer-use,https://github.com/iFurySt/open-codex-computer-use,,D.20,MCP server,community,62.5,1304,132,0,Swift,,2026-07-07T18:45:29.195112+00:00
langchain-ai/langchainjs,langchainjs,langchain-ai,langchain-ai/langchainjs,https://github.com/langchain-ai/langchainjs,,J.81,framework,community,62.4,17908,3245,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
OpenBMB/UltraRAG,UltraRAG,OpenBMB,OpenBMB/UltraRAG,https://github.com/OpenBMB/UltraRAG,,F.38,library,community,62.4,5634,434,0,Python,,2026-07-07T18:45:29.195112+00:00
lioensky/VCPToolBox,VCPToolBox,lioensky,lioensky/VCPToolBox,https://github.com/lioensky/VCPToolBox,,B.6,framework,community,62.4,2185,354,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
yomorun/yomo,yomo,yomorun,yomorun/yomo,https://github.com/yomorun/yomo,,B.6,framework,community,62.4,1913,144,0,Rust,,2026-07-07T18:45:29.195112+00:00
google/agents-cli,agents-cli,google,google/agents-cli,https://github.com/google/agents-cli,,C.13,application,community,62.3,4786,512,0,Python,,2026-07-07T18:45:29.195112+00:00
databendlabs/databend,databend,databendlabs,databendlabs/databend,https://github.com/databendlabs/databend,,F.43,framework,community,62.2,9375,890,0,Rust,,2026-07-07T18:45:29.195112+00:00
AgentsMesh/AgentsMesh,AgentsMesh,AgentsMesh,AgentsMesh/AgentsMesh,https://github.com/AgentsMesh/AgentsMesh,,B.9,framework,community,62.2,2256,228,0,Go,,2026-07-07T18:45:29.195112+00:00
ascending-llc/jarvis-registry,jarvis-registry,ascending-llc,ascending-llc/jarvis-registry,https://github.com/ascending-llc/jarvis-registry,,D.24,gateway,community,62.2,1948,300,0,Python,,2026-07-07T18:45:29.195112+00:00
GammaLabTechnologies/harmonist,harmonist,GammaLabTechnologies,GammaLabTechnologies/harmonist,https://github.com/GammaLabTechnologies/harmonist,,B.6,framework,community,62.2,2165,233,0,Python,,2026-07-07T18:45:29.195112+00:00
open-webui/mcpo,mcpo,open-webui,open-webui/mcpo,https://github.com/open-webui/mcpo,,D.20,MCP server,community,62.2,4288,470,0,Python,,2026-07-07T18:45:29.195112+00:00
1jehuang/jcode,jcode,1jehuang,1jehuang/jcode,https://github.com/1jehuang/jcode,,C.13,application,community,62.1,8216,922,0,Rust,,2026-07-07T18:45:29.195112+00:00
langfengQ/verl-agent,verl-agent,langfengQ,langfengQ/verl-agent,https://github.com/langfengQ/verl-agent,,B.6,framework,community,62.1,2084,202,0,Python,,2026-07-07T18:45:29.195112+00:00
nexu-io/html-video,html-video,nexu-io,nexu-io/html-video,https://github.com/nexu-io/html-video,,C.13,application,community,62.1,3870,487,0,HTML,,2026-07-07T18:45:29.195112+00:00
steel-dev/steel-browser,steel-browser,steel-dev,steel-dev/steel-browser,https://github.com/steel-dev/steel-browser,,F.43,framework,community,62.0,7302,947,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
Windy3f3f3f3f/how-claude-code-works,how-claude-code-works,Windy3f3f3f3f,Windy3f3f3f3f/how-claude-code-works,https://github.com/Windy3f3f3f3f/how-claude-code-works,,C.13,application,community,62.0,3071,659,0,,,2026-07-07T18:45:29.195112+00:00
langchain-ai/langchain-mcp-adapters,langchain-mcp-adapters,langchain-ai,langchain-ai/langchain-mcp-adapters,https://github.com/langchain-ai/langchain-mcp-adapters,,B.8,framework,community,62.0,3591,454,0,Python,,2026-07-07T18:45:29.195112+00:00
datawhalechina/happy-llm,happy-llm,datawhalechina,datawhalechina/happy-llm,https://github.com/datawhalechina/happy-llm,,F.38,library,community,61.9,31885,3025,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
data-privacy-stack/presidio,presidio,data-privacy-stack,data-privacy-stack/presidio,https://github.com/data-privacy-stack/presidio,,H.57,library,community,61.9,9886,1187,0,Python,,2026-07-07T18:45:29.195112+00:00
huggingface/accelerate,accelerate,huggingface,huggingface/accelerate,https://github.com/huggingface/accelerate,,I.65,framework,community,61.9,9760,1394,0,Python,,2026-07-07T18:45:29.195112+00:00
julep-ai/julep,julep,julep-ai,julep-ai/julep,https://github.com/julep-ai/julep,,B.6,framework,community,61.9,6601,972,0,Python,,2026-07-07T18:45:29.195112+00:00
GetStream/Vision-Agents,Vision-Agents,GetStream,GetStream/Vision-Agents,https://github.com/GetStream/Vision-Agents,,G.52,framework,community,61.9,7968,663,0,Python,,2026-07-07T18:45:29.195112+00:00
OpenNSWM-Lab/FAROS,FAROS,OpenNSWM-Lab,OpenNSWM-Lab/FAROS,https://github.com/OpenNSWM-Lab/FAROS,,B.9,framework,community,61.9,1573,228,0,Python,,2026-07-07T18:45:29.195112+00:00
aiming-lab/SimpleMem,SimpleMem,aiming-lab,aiming-lab/SimpleMem,https://github.com/aiming-lab/SimpleMem,,F.38,library,community,61.9,3603,367,0,Python,,2026-07-07T18:45:29.195112+00:00
nicedreamzapp/claude-code-local,claude-code-local,nicedreamzapp,nicedreamzapp/claude-code-local,https://github.com/nicedreamzapp/claude-code-local,,C.13,application,community,61.9,2919,559,0,Python,,2026-07-07T18:45:29.195112+00:00
cocoindex-io/cocoindex,cocoindex,cocoindex-io,cocoindex-io/cocoindex,https://github.com/cocoindex-io/cocoindex,,F.38,library,community,61.8,10634,824,0,Rust,,2026-07-07T18:45:29.195112+00:00
getzep/graphiti,graphiti,getzep,getzep/graphiti,https://github.com/getzep/graphiti,,F.38,library,community,61.8,28462,2861,0,Python,,2026-07-07T18:45:29.195112+00:00
coaidev/coai,coai,coaidev,coaidev/coai,https://github.com/coaidev/coai,,I.64,gateway,community,61.8,9231,1214,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
moonshine-ai/moonshine,moonshine,moonshine-ai,moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,,G.52,framework,community,61.8,8630,471,0,C++,,2026-07-07T18:45:29.195112+00:00
TencentCloud/TencentDB-Agent-Memory,TencentDB-Agent-Memory,TencentCloud,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,,F.37,library,community,61.8,7128,672,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
CursorTouch/Windows-MCP,Windows-MCP,CursorTouch,CursorTouch/Windows-MCP,https://github.com/CursorTouch/Windows-MCP,,G.45,application,community,61.8,6350,768,0,Python,,2026-07-07T18:45:29.195112+00:00
TencentQQGYLab/AppAgent,AppAgent,TencentQQGYLab,TencentQQGYLab/AppAgent,https://github.com/TencentQQGYLab/AppAgent,,G.52,framework,community,61.8,6806,751,0,Python,,2026-07-07T18:45:29.195112+00:00
microsoft/magentic-ui,magentic-ui,microsoft,microsoft/magentic-ui,https://github.com/microsoft/magentic-ui,,J.81,framework,community,61.8,9941,997,0,Python,,2026-07-07T18:45:29.195112+00:00
metorial/metorial,metorial,metorial,metorial/metorial,https://github.com/metorial/metorial,,E.36,template,community,61.8,3311,362,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
cheshire-cat-ai/core,core,cheshire-cat-ai,cheshire-cat-ai/core,https://github.com/cheshire-cat-ai/core,,D.21,MCP client,community,61.8,3069,410,0,Python,,2026-07-07T18:45:29.195112+00:00
Onelevenvy/flock,flock,Onelevenvy,Onelevenvy/flock,https://github.com/Onelevenvy/flock,,B.8,framework,community,61.8,1089,140,0,Rust,,2026-07-07T18:45:29.195112+00:00
millionco/react-doctor,react-doctor,millionco,millionco/react-doctor,https://github.com/millionco/react-doctor,,E.29,framework,community,61.7,13425,427,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
huggingface/skills,skills,huggingface,huggingface/skills,https://github.com/huggingface/skills,,J.81,framework,community,61.7,10783,714,0,Python,,2026-07-07T18:45:29.195112+00:00
xerrors/Yuxi,Yuxi,xerrors,xerrors/Yuxi,https://github.com/xerrors/Yuxi,,F.38,library,community,61.7,5990,865,0,Python,,2026-07-07T18:45:29.195112+00:00
BlockRunAI/ClawRouter,ClawRouter,BlockRunAI,BlockRunAI/ClawRouter,https://github.com/BlockRunAI/ClawRouter,,B.6,framework,community,61.7,6631,624,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
Kuberwastaken/claurst,claurst,Kuberwastaken,Kuberwastaken/claurst,https://github.com/Kuberwastaken/claurst,,C.13,framework,community,61.7,9981,7791,0,Rust,,2026-07-07T18:45:29.195112+00:00
SeemSeam/claude_codex_bridge,claude_codex_bridge,SeemSeam,SeemSeam/claude_codex_bridge,https://github.com/SeemSeam/claude_codex_bridge,,C.13,application,community,61.7,3210,310,0,Python,,2026-07-07T18:45:29.195112+00:00
MiroMindAI/MiroFlow,MiroFlow,MiroMindAI,MiroMindAI/MiroFlow,https://github.com/MiroMindAI/MiroFlow,,B.6,framework,community,61.7,3058,319,0,Python,,2026-07-07T18:45:29.195112+00:00
open-gitagent/opengap,opengap,open-gitagent,open-gitagent/opengap,https://github.com/open-gitagent/opengap,,B.6,framework,community,61.7,2895,342,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
foryourhealth111-pixel/Vibe-Skills,Vibe-Skills,foryourhealth111-pixel,foryourhealth111-pixel/Vibe-Skills,https://github.com/foryourhealth111-pixel/Vibe-Skills,,B.6,framework,community,61.7,2375,169,0,Python,,2026-07-07T18:45:29.195112+00:00
backnotprop/plannotator,plannotator,backnotprop,backnotprop/plannotator,https://github.com/backnotprop/plannotator,,F.43,framework,community,61.6,6839,490,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
jacob-bd/notebooklm-mcp-cli,notebooklm-mcp-cli,jacob-bd,jacob-bd/notebooklm-mcp-cli,https://github.com/jacob-bd/notebooklm-mcp-cli,,E.34,framework,community,61.6,5224,801,0,Python,,2026-07-07T18:45:29.195112+00:00
