id,name,owner,repository,repository_url,homepage_url,primary_category,project_type,official_status,score,stars,forks,open_issues,primary_language,license,checked_at
n8n-io/n8n,n8n,n8n-io,n8n-io/n8n,https://github.com/n8n-io/n8n,https://n8n.io,D.20,MCP server,unclear,89.5,195550,59149,1456,TypeScript,NOASSERTION,2026-07-07T18:41:11.613161+00:00
openinterpreter/openinterpreter,openinterpreter,openinterpreter,openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,http://openinterpreter.com/,C.13,application,unclear,84.8,64297,5596,274,Rust,Apache-2.0,2026-07-07T17:40:12.538631+00:00
ollama/ollama,ollama,ollama,ollama/ollama,https://github.com/ollama/ollama,https://ollama.com,I.64,gateway,unclear,83.5,175659,16870,3382,Go,MIT,2026-07-07T18:40:47.562796+00:00
browser-use/browser-use,browser-use,browser-use,browser-use/browser-use,https://github.com/browser-use/browser-use,https://browser-use.com,B.6,framework,unclear,83.5,103321,11433,287,Python,MIT,2026-07-07T18:39:59.378131+00:00
microsoft/semantic-kernel,semantic-kernel,microsoft,microsoft/semantic-kernel,https://github.com/microsoft/semantic-kernel,https://aka.ms/semantic-kernel,J.81,framework,unclear,83.0,28280,4669,261,C#,MIT,2026-07-07T17:39:48.385643+00:00
weaviate/weaviate,weaviate,weaviate,weaviate/weaviate,https://github.com/weaviate/weaviate,https://weaviate.io/developers/weaviate/,F.43,framework,unclear,82.9,16534,1339,578,Go,BSD-3-Clause,2026-07-07T18:39:47.398831+00:00
qdrant/qdrant,qdrant,qdrant,qdrant/qdrant,https://github.com/qdrant/qdrant,https://qdrant.tech,F.43,framework,unclear,82.8,33008,2462,617,Rust,Apache-2.0,2026-07-07T18:39:53.404611+00:00
langchain-ai/langchain,langchain,langchain-ai,langchain-ai/langchain,https://github.com/langchain-ai/langchain,https://docs.langchain.com/langchain/,B.8,framework,unclear,82.5,141208,23472,404,Python,MIT,2026-07-07T17:39:30.343690+00:00
letta-ai/letta,letta,letta-ai,letta-ai/letta,https://github.com/letta-ai/letta,https://docs.letta.com/,B.6,framework,unclear,82.5,23699,2511,48,Python,Apache-2.0,2026-07-07T18:39:35.302324+00:00
vllm-project/vllm,vllm,vllm-project,vllm-project/vllm,https://github.com/vllm-project/vllm,https://vllm.ai,I.64,gateway,unclear,82.4,85614,19077,5597,Python,Apache-2.0,2026-07-07T18:40:59.585666+00:00
langfuse/langfuse,langfuse,langfuse,langfuse/langfuse,https://github.com/langfuse/langfuse,https://langfuse.com,H.53,observability platform,unclear,82.4,30629,3215,689,TypeScript,NOASSERTION,2026-07-07T18:40:29.423218+00:00
run-llama/llama_index,llama_index,run-llama,run-llama/llama_index,https://github.com/run-llama/llama_index,https://developers.llamaindex.ai,F.38,library,unclear,81.7,50709,7705,489,Python,MIT,2026-07-07T18:39:41.391226+00:00
langchain-ai/langgraph,langgraph,langchain-ai,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,https://docs.langchain.com/oss/python/langgraph/,B.8,framework,unclear,81.3,36718,6161,602,Python,MIT,2026-07-07T17:39:36.423833+00:00
SWE-agent/SWE-agent,SWE-agent,SWE-agent,SWE-agent/SWE-agent,https://github.com/SWE-agent/SWE-agent,https://swe-agent.com,C.13,application,unclear,80.3,19724,2155,26,Python,MIT,2026-07-07T17:40:24.544414+00:00
mem0ai/mem0,mem0,mem0ai,mem0ai/mem0,https://github.com/mem0ai/mem0,https://mem0.ai,F.38,library,unclear,79.9,60317,6999,497,Python,Apache-2.0,2026-07-07T17:40:42.641803+00:00
FlowiseAI/Flowise,Flowise,FlowiseAI,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,https://flowiseai.com,F.38,library,unclear,79.9,54385,24665,979,TypeScript,NOASSERTION,2026-07-07T18:41:17.604861+00:00
openai/openai-agents-python,openai-agents-python,openai,openai/openai-agents-python,https://github.com/openai/openai-agents-python,https://openai.github.io/openai-agents-python/,J.81,framework,unclear,79.9,27709,4268,65,Python,MIT,2026-07-07T16:40:18.539948+00:00
modelcontextprotocol/python-sdk,python-sdk,modelcontextprotocol,modelcontextprotocol/python-sdk,https://github.com/modelcontextprotocol/python-sdk,https://py.sdk.modelcontextprotocol.io/,J.81,framework,unclear,79.7,23552,3616,529,Python,MIT,2026-07-07T16:39:30.563593+00:00
anthropics/claude-code,claude-code,anthropics,anthropics/claude-code,https://github.com/anthropics/claude-code,https://code.claude.com/docs/en/overview,C.13,application,unclear,79.5,136682,21965,10287,Python,,2026-07-07T16:40:12.715036+00:00
modelcontextprotocol/servers,servers,modelcontextprotocol,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,https://modelcontextprotocol.io,J.81,framework,unclear,79.4,88158,11173,643,TypeScript,NOASSERTION,2026-07-07T16:39:54.636176+00:00
modelcontextprotocol/inspector,inspector,modelcontextprotocol,modelcontextprotocol/inspector,https://github.com/modelcontextprotocol/inspector,https://modelcontextprotocol.io,H.55,framework,unclear,78.5,10300,1397,316,TypeScript,NOASSERTION,2026-07-07T16:40:06.683008+00:00
confident-ai/deepeval,deepeval,confident-ai,confident-ai/deepeval,https://github.com/confident-ai/deepeval,https://deepeval.com,H.55,evaluation framework,unclear,78.5,16705,1625,351,Python,Apache-2.0,2026-07-07T18:40:05.434907+00:00
modelcontextprotocol/registry,registry,modelcontextprotocol,modelcontextprotocol/registry,https://github.com/modelcontextprotocol/registry,https://github.com/modelcontextprotocol/registry/tree/main/docs,D.20,framework,unclear,77.9,6994,894,133,Go,NOASSERTION,2026-07-07T16:40:00.774333+00:00
modelcontextprotocol/typescript-sdk,typescript-sdk,modelcontextprotocol,modelcontextprotocol/typescript-sdk,https://github.com/modelcontextprotocol/typescript-sdk,https://ts.sdk.modelcontextprotocol.io/v2,J.81,framework,unclear,76.8,12812,1962,443,TypeScript,NOASSERTION,2026-07-07T16:39:36.582725+00:00
pytorch/executorch,executorch,pytorch,pytorch/executorch,https://github.com/pytorch/executorch,https://executorch.ai,I.66,template,unclear,75.1,4788,1066,1327,Python,NOASSERTION,2026-07-07T18:40:23.449722+00:00
khoj-ai/khoj,khoj,khoj-ai,khoj-ai/khoj,https://github.com/khoj-ai/khoj,https://khoj.dev,F.38,library,unclear,74.9,35517,2290,116,Python,AGPL-3.0,2026-07-07T18:41:05.577381+00:00
modelcontextprotocol/modelcontextprotocol,modelcontextprotocol,modelcontextprotocol,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol,https://modelcontextprotocol.io,J.81,framework,unclear,74.9,8550,1644,162,TypeScript,NOASSERTION,2026-07-07T16:39:26.288292+00:00
modelcontextprotocol/kotlin-sdk,kotlin-sdk,modelcontextprotocol,modelcontextprotocol/kotlin-sdk,https://github.com/modelcontextprotocol/kotlin-sdk,https://modelcontextprotocol.github.io/kotlin-sdk/,J.81,template,unclear,74.8,1405,224,74,Kotlin,NOASSERTION,2026-07-07T16:39:48.651081+00:00
Helicone/helicone,helicone,Helicone,Helicone/helicone,https://github.com/Helicone/helicone,https://www.helicone.ai,H.53,observability platform,unclear,74.1,5916,622,123,TypeScript,Apache-2.0,2026-07-07T18:40:35.478056+00:00
affaan-m/ECC,ECC,affaan-m,affaan-m/ECC,https://github.com/affaan-m/ECC,,H.57,framework,community,74.0,226947,34700,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
farion1231/cc-switch,cc-switch,farion1231,farion1231/cc-switch,https://github.com/farion1231/cc-switch,,E.29,framework,community,73.4,114343,7634,0,Rust,,2026-07-07T18:45:29.195112+00:00
lobehub/lobehub,lobehub,lobehub,lobehub/lobehub,https://github.com/lobehub/lobehub,,E.29,framework,community,73.3,79579,15561,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
D4Vinci/Scrapling,Scrapling,D4Vinci,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,,D.20,MCP server,community,73.0,68527,6786,0,Python,,2026-07-07T18:45:29.195112+00:00
koala73/worldmonitor,worldmonitor,koala73,koala73/worldmonitor,https://github.com/koala73/worldmonitor,,D.20,MCP server,community,73.0,61514,9574,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
sansan0/TrendRadar,TrendRadar,sansan0,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,,D.20,MCP server,community,73.0,60331,24759,0,Python,,2026-07-07T18:45:29.195112+00:00
ruvnet/ruflo,ruflo,ruvnet,ruvnet/ruflo,https://github.com/ruvnet/ruflo,,D.20,MCP server,community,72.9,63413,7465,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
zhayujie/CowAgent,CowAgent,zhayujie,zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,,B.9,framework,community,72.8,45850,10258,0,Python,,2026-07-07T18:45:29.195112+00:00
danny-avila/LibreChat,LibreChat,danny-avila,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,,E.29,framework,community,72.6,40403,8277,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
Panniantong/Agent-Reach,Agent-Reach,Panniantong,Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,,J.75,framework,community,72.5,52556,4221,0,Python,,2026-07-07T18:45:29.195112+00:00
Snailclimb/JavaGuide,JavaGuide,Snailclimb,Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,,E.29,framework,community,72.5,156863,46163,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
AstrBotDevs/AstrBot,AstrBot,AstrBotDevs,AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,,C.15,framework,community,72.4,35960,2492,0,Python,,2026-07-07T18:45:29.195112+00:00
wshobson/agents,agents,wshobson,wshobson/agents,https://github.com/wshobson/agents,,B.9,framework,community,72.2,37637,4037,0,Python,,2026-07-07T18:45:29.195112+00:00
NirDiamant/agents-towards-production,agents-towards-production,NirDiamant,NirDiamant/agents-towards-production,https://github.com/NirDiamant/agents-towards-production,,B.6,framework,community,72.0,20929,2784,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
microsoft/autogen,autogen,microsoft,microsoft/autogen,https://github.com/microsoft/autogen,https://microsoft.github.io/autogen/,B.6,framework,unclear,72.0,59557,8966,927,Python,CC-BY-4.0,2026-07-07T17:39:42.376291+00:00
activepieces/activepieces,activepieces,activepieces,activepieces/activepieces,https://github.com/activepieces/activepieces,,D.20,MCP server,community,71.7,23160,3901,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
NirDiamant/GenAI_Agents,GenAI_Agents,NirDiamant,NirDiamant/GenAI_Agents,https://github.com/NirDiamant/GenAI_Agents,,B.9,framework,community,71.7,23029,3865,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
aaif-goose/goose,goose,aaif-goose,aaif-goose/goose,https://github.com/aaif-goose/goose,,H.55,framework,community,71.6,50773,5470,0,Rust,,2026-07-07T18:45:29.195112+00:00
DeusData/codebase-memory-mcp,codebase-memory-mcp,DeusData,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,,D.20,MCP server,community,71.6,27853,2069,0,C,,2026-07-07T18:45:29.195112+00:00
mukul975/Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills,mukul975,mukul975/Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,,H.57,framework,community,71.6,24852,2841,0,Python,,2026-07-07T18:45:29.195112+00:00
oraios/serena,serena,oraios,oraios/serena,https://github.com/oraios/serena,,D.20,MCP server,community,71.5,26179,1743,0,Python,,2026-07-07T18:45:29.195112+00:00
microsoft/mcp-for-beginners,mcp-for-beginners,microsoft,microsoft/mcp-for-beginners,https://github.com/microsoft/mcp-for-beginners,,D.20,MCP server,community,71.5,16704,5452,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
bytedance/deer-flow,deer-flow,bytedance,bytedance/deer-flow,https://github.com/bytedance/deer-flow,,B.9,framework,community,71.2,76360,10354,0,Python,,2026-07-07T18:45:29.195112+00:00
screenpipe/screenpipe,screenpipe,screenpipe,screenpipe/screenpipe,https://github.com/screenpipe/screenpipe,,B.6,framework,community,71.2,19696,1907,0,Rust,,2026-07-07T18:45:29.195112+00:00
bytedance/UI-TARS-desktop,UI-TARS-desktop,bytedance,bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,,D.20,MCP server,community,71.1,37772,3801,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
santifer/career-ops,career-ops,santifer,santifer/career-ops,https://github.com/santifer/career-ops,,J.75,framework,community,71.0,58990,11589,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
mksglu/context-mode,context-mode,mksglu,mksglu/context-mode,https://github.com/mksglu/context-mode,,D.20,MCP server,community,71.0,18668,1304,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
open-metadata/OpenMetadata,OpenMetadata,open-metadata,open-metadata/OpenMetadata,https://github.com/open-metadata/OpenMetadata,,D.20,MCP server,community,71.0,14417,2209,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
ZhuLinsen/daily_stock_analysis,daily_stock_analysis,ZhuLinsen,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,,J.77,framework,community,70.9,55488,47924,0,Python,,2026-07-07T18:45:29.195112+00:00
can1357/oh-my-pi,oh-my-pi,can1357,can1357/oh-my-pi,https://github.com/can1357/oh-my-pi,,C.13,framework,community,70.9,16525,1468,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
assafelovic/gpt-researcher,gpt-researcher,assafelovic,assafelovic/gpt-researcher,https://github.com/assafelovic/gpt-researcher,,D.20,MCP server,community,70.9,28133,3799,0,Python,,2026-07-07T18:45:29.195112+00:00
yusufkaraaslan/Skill_Seekers,Skill_Seekers,yusufkaraaslan,yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers,,D.20,MCP server,community,70.8,14383,1470,0,Python,,2026-07-07T18:45:29.195112+00:00
agentscope-ai/agentscope,agentscope,agentscope-ai,agentscope-ai/agentscope,https://github.com/agentscope-ai/agentscope,,B.9,framework,community,70.8,27550,3138,0,Python,,2026-07-07T18:45:29.195112+00:00
jeecgboot/JeecgBoot,JeecgBoot,jeecgboot,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,,F.38,library,community,70.8,46959,16078,0,Java,,2026-07-07T18:45:29.195112+00:00
microsoft/TinyTroupe,TinyTroupe,microsoft,microsoft/TinyTroupe,https://github.com/microsoft/TinyTroupe,,J.81,framework,unclear,70.8,7493,665,21,Jupyter Notebook,MIT,2026-07-07T17:40:00.468325+00:00
guardrails-ai/guardrails,guardrails,guardrails-ai,guardrails-ai/guardrails,https://github.com/guardrails-ai/guardrails,https://www.guardrailsai.com/docs,H.57,library,unclear,70.8,7106,639,58,Python,Apache-2.0,2026-07-07T18:40:17.414544+00:00
siyuan-note/siyuan,siyuan,siyuan-note,siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,,F.39,library,community,70.7,44972,2872,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
headroomlabs-ai/headroom,headroom,headroomlabs-ai,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,,F.38,library,community,70.6,57437,4232,0,Python,,2026-07-07T18:45:29.195112+00:00
wanshuiyin/Auto-claude-code-research-in-sleep,Auto-claude-code-research-in-sleep,wanshuiyin,wanshuiyin/Auto-claude-code-research-in-sleep,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep,,D.20,MCP server,community,70.6,13103,1184,0,Python,,2026-07-07T18:45:29.195112+00:00
0x4m4/hexstrike-ai,hexstrike-ai,0x4m4,0x4m4/hexstrike-ai,https://github.com/0x4m4/hexstrike-ai,,D.20,MCP server,community,70.6,10193,2144,0,Python,,2026-07-07T18:45:29.195112+00:00
FoundationAgents/MetaGPT,MetaGPT,FoundationAgents,FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,,B.9,framework,community,70.6,69249,8830,0,Python,,2026-07-07T18:45:29.195112+00:00
google-gemini/gemini-cli,gemini-cli,google-gemini,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,,D.20,MCP server,community,70.5,105823,14226,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
PrefectHQ/fastmcp,fastmcp,PrefectHQ,PrefectHQ/fastmcp,https://github.com/PrefectHQ/fastmcp,,D.20,MCP server,community,70.5,26017,2116,0,Python,,2026-07-07T18:45:29.195112+00:00
sickn33/antigravity-awesome-skills,antigravity-awesome-skills,sickn33,sickn33/antigravity-awesome-skills,https://github.com/sickn33/antigravity-awesome-skills,,E.35,library,community,70.5,42542,6774,0,Python,,2026-07-07T18:45:29.195112+00:00
upstash/context7,context7,upstash,upstash/context7,https://github.com/upstash/context7,,D.20,MCP server,community,70.4,58718,2757,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
NevaMind-AI/memU,memU,NevaMind-AI,NevaMind-AI/memU,https://github.com/NevaMind-AI/memU,,G.49,sandbox,community,70.1,13995,1039,0,Python,,2026-07-07T18:45:29.195112+00:00
hugohe3/ppt-master,ppt-master,hugohe3,hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,,G.52,framework,community,70.1,37469,3125,0,Python,,2026-07-07T18:45:29.195112+00:00
ComposioHQ/awesome-claude-skills,awesome-claude-skills,ComposioHQ,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,,E.35,library,community,70.0,67079,7511,0,Python,,2026-07-07T18:45:29.195112+00:00
thedaviddias/Front-End-Checklist,Front-End-Checklist,thedaviddias,thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,,B.6,framework,community,70.0,73146,6646,0,MDX,,2026-07-07T18:45:29.195112+00:00
nukeop/nuclear,nuclear,nukeop,nukeop/nuclear,https://github.com/nukeop/nuclear,,D.20,MCP server,community,70.0,18001,1299,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
ComposioHQ/composio,composio,ComposioHQ,ComposioHQ/composio,https://github.com/ComposioHQ/composio,,E.35,library,community,70.0,29124,4646,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
google/adk-python,adk-python,google,google/adk-python,https://github.com/google/adk-python,,B.9,framework,community,70.0,20508,3658,0,Python,,2026-07-07T18:45:29.195112+00:00
triggerdotdev/trigger.dev,trigger.dev,triggerdotdev,triggerdotdev/trigger.dev,https://github.com/triggerdotdev/trigger.dev,,D.20,MCP server,community,69.9,15594,1345,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
anthropics/claude-plugins-official,claude-plugins-official,anthropics,anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,,J.81,framework,community,69.9,31740,3495,0,Python,,2026-07-07T18:45:29.195112+00:00
zylon-ai/private-gpt,private-gpt,zylon-ai,zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,,D.20,framework,community,69.8,57313,7598,0,Python,,2026-07-07T18:45:29.195112+00:00
iOfficeAI/AionUi,AionUi,iOfficeAI,iOfficeAI/AionUi,https://github.com/iOfficeAI/AionUi,,E.29,framework,community,69.8,29444,2943,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
tirth8205/code-review-graph,code-review-graph,tirth8205,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,,F.39,library,community,69.7,19270,2063,0,Python,,2026-07-07T18:45:29.195112+00:00
bytebot-ai/bytebot,bytebot,bytebot-ai,bytebot-ai/bytebot,https://github.com/bytebot-ai/bytebot,,G.44,application,community,69.6,11063,1483,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
czlonkowski/n8n-mcp,n8n-mcp,czlonkowski,czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,,D.20,MCP server,community,69.6,22183,3565,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
a2aproject/A2A,A2A,a2aproject,a2aproject/A2A,https://github.com/a2aproject/A2A,,E.34,framework,community,69.6,24670,2495,0,Shell,,2026-07-07T18:45:29.195112+00:00
HKUDS/nanobot,nanobot,HKUDS,HKUDS/nanobot,https://github.com/HKUDS/nanobot,,J.77,framework,community,69.6,45103,7958,0,Python,,2026-07-07T18:45:29.195112+00:00
Yeachan-Heo/oh-my-claudecode,oh-my-claudecode,Yeachan-Heo,Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,,J.75,framework,community,69.6,37514,3382,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
mcp-use/mcp-use,mcp-use,mcp-use,mcp-use/mcp-use,https://github.com/mcp-use/mcp-use,,D.20,MCP server,community,69.5,10265,1356,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
waooAI/waoowaoo,waoowaoo,waooAI,waooAI/waoowaoo,https://github.com/waooAI/waoowaoo,,J.75,framework,community,69.5,13149,2937,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
666ghj/BettaFish,BettaFish,666ghj,666ghj/BettaFish,https://github.com/666ghj/BettaFish,,B.6,framework,community,69.5,41656,7609,0,Python,,2026-07-07T18:45:29.195112+00:00
casdoor/casdoor,casdoor,casdoor,casdoor/casdoor,https://github.com/casdoor/casdoor,,D.24,gateway,community,69.4,13893,1729,0,Go,,2026-07-07T18:45:29.195112+00:00
eigent-ai/eigent,eigent,eigent-ai,eigent-ai/eigent,https://github.com/eigent-ai/eigent,,B.6,framework,community,69.4,14496,1719,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
hesreallyhim/awesome-claude-code,awesome-claude-code,hesreallyhim,hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,,C.13,application,community,69.4,48952,4267,0,Python,,2026-07-07T18:45:29.195112+00:00
getzep/zep,zep,getzep,getzep/zep,https://github.com/getzep/zep,https://help.getzep.com,E.36,template,unclear,69.4,4732,637,15,Python,Apache-2.0,2026-07-07T18:41:23.631359+00:00
jnMetaCode/agency-agents-zh,agency-agents-zh,jnMetaCode,jnMetaCode/agency-agents-zh,https://github.com/jnMetaCode/agency-agents-zh,,B.9,framework,community,69.3,16806,2871,0,Shell,,2026-07-07T18:45:29.195112+00:00
patchy631/ai-engineering-hub,ai-engineering-hub,patchy631,patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,,F.38,library,community,69.3,36382,6026,0,Jupyter Notebook,,2026-07-07T18:45:29.195112+00:00
shareAI-lab/learn-claude-code,learn-claude-code,shareAI-lab,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,,C.13,application,community,69.2,70215,11445,0,Python,,2026-07-07T18:45:29.195112+00:00
op7418/guizang-ppt-skill,guizang-ppt-skill,op7418,op7418/guizang-ppt-skill,https://github.com/op7418/guizang-ppt-skill,,J.81,framework,community,69.2,20507,1472,0,HTML,,2026-07-07T18:45:29.195112+00:00
modelscope/FunASR,FunASR,modelscope,modelscope/FunASR,https://github.com/modelscope/FunASR,,D.20,MCP server,community,69.2,19017,1913,0,Python,,2026-07-07T18:45:29.195112+00:00
nanobrowser/nanobrowser,nanobrowser,nanobrowser,nanobrowser/nanobrowser,https://github.com/nanobrowser/nanobrowser,,B.9,framework,community,69.2,13437,1410,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
ChromeDevTools/chrome-devtools-mcp,chrome-devtools-mcp,ChromeDevTools,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,,D.20,MCP server,community,69.2,46207,3015,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
liyupi/ai-guide,ai-guide,liyupi,liyupi/ai-guide,https://github.com/liyupi/ai-guide,,F.38,library,community,69.1,16982,1909,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
cft0808/edict,edict,cft0808,cft0808/edict,https://github.com/cft0808/edict,,B.9,framework,community,69.0,16168,1701,0,Python,,2026-07-07T18:45:29.195112+00:00
nanocoai/nanoclaw,nanoclaw,nanocoai,nanocoai/nanoclaw,https://github.com/nanocoai/nanoclaw,,H.57,framework,community,68.9,30149,12892,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
diegosouzapw/OmniRoute,OmniRoute,diegosouzapw,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,,I.64,gateway,community,68.8,13012,1888,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
lsdefine/GenericAgent,GenericAgent,lsdefine,lsdefine/GenericAgent,https://github.com/lsdefine/GenericAgent,,J.75,framework,community,68.8,13322,1539,0,Python,,2026-07-07T18:45:29.195112+00:00
microsoft/agent-framework,agent-framework,microsoft,microsoft/agent-framework,https://github.com/microsoft/agent-framework,,B.6,framework,community,68.8,11927,2006,0,Python,,2026-07-07T18:45:29.195112+00:00
MemTensor/MemOS,MemOS,MemTensor,MemTensor/MemOS,https://github.com/MemTensor/MemOS,,B.9,framework,community,68.8,10125,920,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
JoeanAmier/XHS-Downloader,XHS-Downloader,JoeanAmier,JoeanAmier/XHS-Downloader,https://github.com/JoeanAmier/XHS-Downloader,,D.20,MCP server,community,68.7,11854,1762,0,Python,,2026-07-07T18:45:29.195112+00:00
kubeshark/kubeshark,kubeshark,kubeshark,kubeshark/kubeshark,https://github.com/kubeshark/kubeshark,,J.75,framework,community,68.7,11991,543,0,Go,,2026-07-07T18:45:29.195112+00:00
jackwener/OpenCLI,OpenCLI,jackwener,jackwener/OpenCLI,https://github.com/jackwener/OpenCLI,,B.6,framework,community,68.6,26225,2592,0,JavaScript,,2026-07-07T18:45:29.195112+00:00
microsoft/qlib,qlib,microsoft,microsoft/qlib,https://github.com/microsoft/qlib,,J.74,framework,community,68.6,45914,7311,0,Python,,2026-07-07T18:45:29.195112+00:00
mvanhorn/last30days-skill,last30days-skill,mvanhorn,mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,,E.29,framework,community,68.5,50236,4184,0,Python,,2026-07-07T18:45:29.195112+00:00
nocobase/nocobase,nocobase,nocobase,nocobase/nocobase,https://github.com/nocobase/nocobase,,J.79,application,community,68.5,23266,2739,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
OthmanAdi/planning-with-files,planning-with-files,OthmanAdi,OthmanAdi/planning-with-files,https://github.com/OthmanAdi/planning-with-files,,C.13,application,community,68.5,24995,2120,0,Python,,2026-07-07T18:45:29.195112+00:00
NousResearch/hermes-agent,hermes-agent,NousResearch,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,,B.6,framework,community,68.5,210868,38696,0,Python,,2026-07-07T18:45:29.195112+00:00
1Panel-dev/MaxKB,MaxKB,1Panel-dev,1Panel-dev/MaxKB,https://github.com/1Panel-dev/MaxKB,,D.20,MCP server,community,68.5,21962,2974,0,Python,,2026-07-07T18:45:29.195112+00:00
micro/go-micro,go-micro,micro,micro/go-micro,https://github.com/micro/go-micro,,B.6,framework,community,68.5,22947,2410,0,Go,,2026-07-07T18:45:29.195112+00:00
obra/superpowers,superpowers,obra,obra/superpowers,https://github.com/obra/superpowers,,C.13,framework,community,68.5,248555,22062,0,Shell,,2026-07-07T18:45:29.195112+00:00
langflow-ai/langflow,langflow,langflow-ai,langflow-ai/langflow,https://github.com/langflow-ai/langflow,,J.75,framework,community,68.5,151298,9458,0,Python,,2026-07-07T18:45:29.195112+00:00
CherryHQ/cherry-studio,cherry-studio,CherryHQ,CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,,E.35,library,community,68.5,48272,4589,0,TypeScript,,2026-07-07T18:45:29.195112+00:00
mlflow/mlflow,mlflow,mlflow,mlflow/mlflow,https://github.com/mlflow/mlflow,,H.55,evaluation framework,community,68.5,26922,5961,0,Python,,2026-07-07T18:45:29.195112+00:00
